content_length,follower_count,ER,hour,description_score,hashtag_count,hashtag_quality_score,day_sin,day_cos,content_type_mixed,content_type_text,content_type_video
193,558484.0,0.02199525859290508,2,0.496,4.0,0.313,0.43388373911755823,-0.900968867902419,0,0,1
120,891292.0,0.013572431930276498,2,0.171,1.0,0.14,0.43388373911755823,-0.900968867902419,0,0,1
316,714376.0,0.016818874094314477,5,0.386,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
109,798284.0,0.015009695797485607,5,0.277,5.0,0.468,0.43388373911755823,-0.900968867902419,0,0,1
345,975355.0,0.012351400259392733,5,0.37,3.0,0.318,0.43388373911755823,-0.900968867902419,0,0,1
22,800428.0,0.015398012063546003,6,0.334,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,0
359,722178.0,0.016963961793352886,6,0.225,4.0,0.307,0.43388373911755823,-0.900968867902419,0,0,1
185,874462.0,0.013965158005722376,7,0.303,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
214,367350.0,0.0327453382332925,8,0.26,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
45,337451.0,0.03615932387220663,11,0.192,2.0,0.333,0.43388373911755823,-0.900968867902419,0,0,1
509,886721.0,0.013491278541954008,14,0.391,0.0,0.0,0.43388373911755823,-0.900968867902419,1,0,0
438,107650.0,0.1127914537854157,14,0.166,4.0,0.313,0.43388373911755823,-0.900968867902419,0,0,1
182,559418.0,0.021622471926180425,16,0.288,4.0,0.317,0.43388373911755823,-0.900968867902419,0,0,1
385,664544.0,0.018460779120720375,17,0.16,1.0,0.14,0.43388373911755823,-0.900968867902419,0,0,0
143,20247.0,0.5982614708351854,17,0.229,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
536,632905.0,0.019257234498068432,19,0.282,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,0
16,358230.0,0.033872093347849144,21,0.355,1.0,0.153,0.43388373911755823,-0.900968867902419,0,0,1
109,930650.0,0.013134905711062161,22,0.267,4.0,0.367,0.43388373911755823,-0.900968867902419,0,0,1
140,928778.0,0.01296865343494355,22,0.227,3.0,0.331,0.43388373911755823,-0.900968867902419,1,0,0
197,645654.0,0.018943582785826463,0,0.168,4.0,0.363,-0.433883739117558,-0.9009688679024191,0,1,0
190,671511.0,0.01813373124193051,1,0.265,3.0,0.233,-0.433883739117558,-0.9009688679024191,0,0,1
129,876639.0,0.01368978564722765,2,0.314,2.0,0.317,-0.433883739117558,-0.9009688679024191,0,0,1
255,895170.0,0.013608588312834433,4,0.208,4.0,0.307,-0.433883739117558,-0.9009688679024191,1,0,0
334,829318.0,0.014648180794339445,8,0.323,1.0,0.127,-0.433883739117558,-0.9009688679024191,0,0,1
296,503388.0,0.024255643757896492,12,0.349,1.0,0.1,-0.433883739117558,-0.9009688679024191,0,0,0
156,760880.0,0.015981495110924192,15,0.124,4.0,0.313,-0.433883739117558,-0.9009688679024191,0,1,0
46,216756.0,0.05498348373286091,16,0.255,3.0,0.336,-0.433883739117558,-0.9009688679024191,0,0,1
196,626396.0,0.01900395277109049,17,0.196,4.0,0.317,-0.433883739117558,-0.9009688679024191,0,0,1
49,366020.0,0.032916234085569096,18,0.164,1.0,0.127,-0.433883739117558,-0.9009688679024191,0,0,1
61,847357.0,0.014316279915077116,23,0.331,5.0,0.359,-0.433883739117558,-0.9009688679024191,1,0,0
254,74008.0,0.16155010269160092,3,0.278,3.0,0.238,-0.9749279121818236,-0.2225209339563146,0,0,1
503,333754.0,0.03644001270396759,5,0.268,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,1,0
505,669608.0,0.018032938674567806,6,0.097,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
282,749199.0,0.016445563862204835,6,0.301,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
151,815882.0,0.01501074910342427,6,0.434,3.0,0.356,-0.9749279121818236,-0.2225209339563146,0,0,1
527,24999.0,0.4894995799831993,7,0.175,5.0,0.521,-0.9749279121818236,-0.2225209339563146,0,0,1
512,244055.0,0.0497756653213415,7,0.092,5.0,0.417,-0.9749279121818236,-0.2225209339563146,0,0,1
140,588604.0,0.020949568810269725,9,0.269,3.0,0.424,-0.9749279121818236,-0.2225209339563146,1,0,0
79,574152.0,0.021107650935640737,9,0.181,3.0,0.233,-0.9749279121818236,-0.2225209339563146,0,0,1
559,628652.0,0.019497273531301897,10,0.154,3.0,0.318,-0.9749279121818236,-0.2225209339563146,0,0,1
379,758694.0,0.0159234157644584,18,0.17,3.0,0.238,-0.9749279121818236,-0.2225209339563146,0,0,1
180,446206.0,0.027355078147761346,19,0.272,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
83,190431.0,0.06391816458454769,2,0.364,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
334,381321.0,0.031899633117504676,6,0.331,4.0,0.36,-0.7818314824680299,0.6234898018587334,0,0,0
100,757022.0,0.015489642308942144,6,0.439,1.0,0.153,-0.7818314824680299,0.6234898018587334,0,0,1
387,284603.0,0.04276132015474187,9,0.219,3.0,0.34,-0.7818314824680299,0.6234898018587334,0,0,1
380,233928.0,0.051186689921685305,11,0.226,4.0,0.35,-0.7818314824680299,0.6234898018587334,0,0,1
36,651273.0,0.018651164718942747,14,0.206,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,0
567,406289.0,0.03012633864072126,15,0.403,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
263,116992.0,0.10269078227571116,17,0.13,4.0,0.3,-0.7818314824680299,0.6234898018587334,1,0,0
477,340363.0,0.03539162599930075,19,0.223,1.0,0.127,-0.7818314824680299,0.6234898018587334,0,0,1
158,830477.0,0.014474813872027762,20,0.298,1.0,0.367,-0.7818314824680299,0.6234898018587334,0,0,1
18,340803.0,0.03537234120591661,23,0.299,4.0,0.445,-0.7818314824680299,0.6234898018587334,0,0,1
340,567618.0,0.02116211959451603,1,0.308,2.0,0.18,0.0,1.0,0,0,0
48,361442.0,0.03360151836255886,1,0.286,5.0,0.409,0.0,1.0,1,0,0
155,757139.0,0.01574743871336703,1,0.262,0.0,0.0,0.0,1.0,0,0,0
145,246123.0,0.0496459087529406,1,0.173,3.0,0.26,0.0,1.0,0,0,1
174,822627.0,0.01470775940979326,3,0.232,0.0,0.0,0.0,1.0,1,0,0
496,204100.0,0.059127878490935815,4,0.278,1.0,0.68,0.0,1.0,0,0,0
166,112480.0,0.10788584637268848,6,0.281,3.0,0.238,0.0,1.0,0,0,1
150,402617.0,0.02997637953687996,7,0.147,4.0,0.33,0.0,1.0,0,0,1
339,954815.0,0.012741735309981515,9,0.357,0.0,0.0,0.0,1.0,0,0,0
129,472263.0,0.025479446833649895,11,0.252,1.0,0.367,0.0,1.0,1,0,0
239,276599.0,0.04381071515081399,12,0.225,3.0,0.264,0.0,1.0,1,0,0
17,924833.0,0.013262935038001456,12,0.22,5.0,0.401,0.0,1.0,0,0,1
49,554923.0,0.022017469090306222,13,0.179,4.0,0.37,0.0,1.0,1,0,0
109,429154.0,0.028365109028460646,14,0.262,4.0,0.44,0.0,1.0,0,1,0
143,584577.0,0.02061661680155052,15,0.302,3.0,0.331,0.0,1.0,0,0,1
80,723775.0,0.016422230665607405,16,0.221,5.0,0.455,0.0,1.0,0,0,0
287,792557.0,0.01522540334638392,16,0.335,0.0,0.0,0.0,1.0,0,0,1
160,564586.0,0.021112815408104346,19,0.173,4.0,0.31,0.0,1.0,0,0,1
162,847998.0,0.014206401430192053,21,0.365,0.0,0.0,0.0,1.0,0,0,1
173,289931.0,0.041213254188065436,22,0.387,3.0,0.331,0.0,1.0,1,0,0
531,844023.0,0.0142176220316271,22,0.374,5.0,0.359,0.0,1.0,0,0,0
126,212212.0,0.05653780182082069,0,0.271,4.0,0.433,0.7818314824680298,0.6234898018587336,0,0,1
539,808880.0,0.015061566610622095,4,0.291,1.0,0.127,0.7818314824680298,0.6234898018587336,0,0,1
124,104044.0,0.11573949482911076,6,0.307,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
83,907690.0,0.013413169694499223,8,0.214,4.0,0.42,0.7818314824680298,0.6234898018587336,0,0,1
293,322471.0,0.037482440281451666,10,0.353,5.0,0.356,0.7818314824680298,0.6234898018587336,0,0,1
452,234891.0,0.050759714080147816,11,0.084,4.0,0.433,0.7818314824680298,0.6234898018587336,0,0,1
512,336298.0,0.03637250295868545,13,0.327,0.0,0.0,0.7818314824680298,0.6234898018587336,1,0,0
436,62633.0,0.19398719524851116,13,0.529,5.0,0.471,0.7818314824680298,0.6234898018587336,1,0,0
89,936082.0,0.012981768691204402,14,0.359,5.0,0.359,0.7818314824680298,0.6234898018587336,0,0,0
192,314503.0,0.03843206583085058,14,0.208,1.0,0.127,0.7818314824680298,0.6234898018587336,1,0,0
28,571272.0,0.02128058087916089,17,0.269,1.0,0.087,0.7818314824680298,0.6234898018587336,0,1,0
95,414079.0,0.02941950690568708,19,0.322,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
418,851901.0,0.014135445315828951,0,0.311,2.0,0.18,0.9749279121818236,-0.22252093395631434,1,0,0
444,134701.0,0.08855910498066087,1,0.178,4.0,0.317,0.9749279121818236,-0.22252093395631434,0,0,1
148,40581.0,0.2981198097631897,4,0.233,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
100,481984.0,0.025486323197450537,7,0.178,5.0,0.367,0.9749279121818236,-0.22252093395631434,0,0,1
15,437883.0,0.027381743525096886,9,0.24,4.0,0.297,0.9749279121818236,-0.22252093395631434,0,0,1
584,164562.0,0.07369259002685918,10,0.297,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
564,699734.0,0.017243695461418195,11,0.328,3.0,0.322,0.9749279121818236,-0.22252093395631434,0,0,1
586,598733.0,0.020304543093499106,11,0.353,3.0,0.229,0.9749279121818236,-0.22252093395631434,0,0,1
458,698068.0,0.017289146616088977,14,0.147,3.0,0.322,0.9749279121818236,-0.22252093395631434,0,0,1
52,354029.0,0.03429380079033074,15,0.373,3.0,0.229,0.9749279121818236,-0.22252093395631434,0,0,1
86,946435.0,0.01290949721850946,21,0.31,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
74,443370.0,0.02783002909533798,22,0.327,2.0,0.173,0.9749279121818236,-0.22252093395631434,0,0,1
114,620364.0,0.019490170287121755,3,0.312,4.0,0.32,0.43388373911755823,-0.900968867902419,0,0,1
318,655633.0,0.01827851862246104,4,0.202,3.0,0.247,0.43388373911755823,-0.900968867902419,0,1,0
586,872883.0,0.014032808520729582,8,0.186,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
393,921244.0,0.013039976379764753,10,0.421,4.0,0.508,0.43388373911755823,-0.900968867902419,0,0,1
291,291201.0,0.041603565921820324,11,0.284,1.0,0.1,0.43388373911755823,-0.900968867902419,0,0,0
68,902530.0,0.013369084684165623,14,0.326,4.0,0.31,0.43388373911755823,-0.900968867902419,0,0,1
273,278448.0,0.04299905188760558,15,0.185,5.0,0.521,0.43388373911755823,-0.900968867902419,0,0,0
175,952434.0,0.012889082078128248,15,0.291,4.0,0.313,0.43388373911755823,-0.900968867902419,0,0,1
199,275989.0,0.04275532720506977,16,0.253,0.0,0.0,0.43388373911755823,-0.900968867902419,1,0,0
432,425779.0,0.028073249267812645,18,0.208,3.0,0.256,0.43388373911755823,-0.900968867902419,1,0,0
46,801342.0,0.01507221635706103,18,0.297,5.0,0.375,0.43388373911755823,-0.900968867902419,0,0,1
179,567243.0,0.020906384036471142,21,0.257,2.0,0.307,0.43388373911755823,-0.900968867902419,0,0,1
121,967768.0,0.012595994081226079,22,0.232,2.0,0.193,0.43388373911755823,-0.900968867902419,1,0,0
79,869758.0,0.013984349669678233,2,0.343,4.0,0.31,-0.433883739117558,-0.9009688679024191,0,0,0
239,775021.0,0.015857634825378924,2,0.337,5.0,0.425,-0.433883739117558,-0.9009688679024191,0,0,0
118,419012.0,0.028693688963561902,4,0.199,5.0,0.425,-0.433883739117558,-0.9009688679024191,0,0,1
194,224464.0,0.05393737971345071,5,0.388,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
102,733421.0,0.016555293617172128,7,0.223,2.0,0.16,-0.433883739117558,-0.9009688679024191,0,0,0
254,327969.0,0.0368418966426705,9,0.347,2.0,0.193,-0.433883739117558,-0.9009688679024191,0,0,1
342,420906.0,0.02870474642794353,11,0.244,1.0,0.367,-0.433883739117558,-0.9009688679024191,0,0,1
103,554642.0,0.021812268093653202,12,0.338,1.0,0.113,-0.433883739117558,-0.9009688679024191,0,0,0
75,397711.0,0.02989105154245168,20,0.236,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,0
528,522189.0,0.02326935266732926,20,0.273,4.0,0.317,-0.433883739117558,-0.9009688679024191,0,0,0
502,190364.0,0.06364648778130319,21,0.292,5.0,0.409,-0.433883739117558,-0.9009688679024191,0,0,1
19,426759.0,0.02798066355952657,0,0.247,5.0,0.519,-0.9749279121818236,-0.2225209339563146,0,0,1
176,248386.0,0.04866618891563937,3,0.356,2.0,0.18,-0.9749279121818236,-0.2225209339563146,0,1,0
402,450285.0,0.027060639372841644,4,0.253,2.0,0.207,-0.9749279121818236,-0.2225209339563146,0,0,1
427,249438.0,0.049543373503636176,6,0.169,5.0,0.361,-0.9749279121818236,-0.2225209339563146,0,0,1
59,532097.0,0.022753370156193324,8,0.21,3.0,0.356,-0.9749279121818236,-0.2225209339563146,0,0,1
325,778211.0,0.01537886254499101,18,0.276,2.0,0.577,-0.9749279121818236,-0.2225209339563146,0,0,1
256,984315.0,0.012150581876736614,18,0.162,0.0,0.0,-0.9749279121818236,-0.2225209339563146,1,0,0
182,596075.0,0.02010820785974919,18,0.35,4.0,0.377,-0.9749279121818236,-0.2225209339563146,0,0,1
146,856760.0,0.014184835893365704,21,0.264,4.0,0.442,-0.9749279121818236,-0.2225209339563146,0,0,1
541,150787.0,0.0808491448201768,22,0.327,3.0,0.34,-0.9749279121818236,-0.2225209339563146,0,0,0
293,902425.0,0.013280882067761865,23,0.166,2.0,0.193,-0.9749279121818236,-0.2225209339563146,0,0,1
280,28666.0,0.4238121816786437,23,0.331,4.0,0.367,-0.9749279121818236,-0.2225209339563146,0,0,0
152,278859.0,0.04379991321779107,0,0.205,2.0,0.173,-0.7818314824680299,0.6234898018587334,1,0,0
450,839705.0,0.014360995825915053,2,0.234,5.0,0.519,-0.7818314824680299,0.6234898018587334,1,0,0
294,518584.0,0.023001095290251915,5,0.243,4.0,0.3,-0.7818314824680299,0.6234898018587334,1,0,0
180,745813.0,0.016317763299915664,12,0.284,5.0,0.415,-0.7818314824680299,0.6234898018587334,0,0,1
156,385785.0,0.031483857589071636,13,0.307,1.0,0.367,-0.7818314824680299,0.6234898018587334,0,1,0
68,790648.0,0.015278606914834415,13,0.241,2.0,0.193,-0.7818314824680299,0.6234898018587334,0,0,1
130,961614.0,0.01256741270405797,18,0.33,4.0,0.367,-0.7818314824680299,0.6234898018587334,0,0,1
173,858644.0,0.014181663180549798,21,0.327,2.0,0.18,-0.7818314824680299,0.6234898018587334,0,0,1
74,850823.0,0.01415923170859274,1,0.186,5.0,0.46,0.0,1.0,0,0,1
337,380514.0,0.03139963312782184,2,0.256,4.0,0.373,0.0,1.0,0,0,1
241,424469.0,0.028805401572317414,3,0.175,0.0,0.0,0.0,1.0,1,0,0
122,633865.0,0.019147610295567666,5,0.374,2.0,0.18,0.0,1.0,0,0,1
327,509902.0,0.023581001839569172,6,0.193,3.0,0.427,0.0,1.0,0,0,1
16,689725.0,0.017428685345608756,7,0.388,0.0,0.0,0.0,1.0,0,0,1
78,411526.0,0.029448929107759897,8,0.257,2.0,0.2,0.0,1.0,0,1,0
149,409411.0,0.029957670897948516,8,0.354,2.0,0.167,0.0,1.0,0,0,1
199,161887.0,0.07484232829072131,8,0.415,0.0,0.0,0.0,1.0,1,0,0
415,16870.0,0.7104919976289271,12,0.259,3.0,0.233,0.0,1.0,0,0,1
348,893403.0,0.013553793752651378,12,0.239,0.0,0.0,0.0,1.0,0,0,0
355,284098.0,0.04217910720948405,15,0.431,1.0,0.127,0.0,1.0,0,0,1
105,573143.0,0.020652786477371267,16,0.356,5.0,0.356,0.0,1.0,0,0,1
508,741108.0,0.016140697442208154,16,0.491,4.0,0.365,0.0,1.0,0,0,1
176,466519.0,0.02582531472458785,17,0.199,4.0,0.497,0.0,1.0,0,0,1
61,789856.0,0.015320514119029292,18,0.209,3.0,0.247,0.0,1.0,0,0,1
142,45681.0,0.2643987653510212,19,0.218,1.0,0.153,0.0,1.0,0,0,1
76,746777.0,0.016134669385907706,23,0.275,0.0,0.0,0.0,1.0,0,0,1
181,708441.0,0.017153157425953608,4,0.29,1.0,0.127,0.7818314824680298,0.6234898018587336,1,0,0
168,54952.0,0.2218299606929684,5,0.448,4.0,0.367,0.7818314824680298,0.6234898018587336,0,1,0
106,198240.0,0.06104721549636804,6,0.107,5.0,0.412,0.7818314824680298,0.6234898018587336,0,0,1
162,340337.0,0.035353194040025036,6,0.353,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
30,878034.0,0.013809260233658378,7,0.334,3.0,0.313,0.7818314824680298,0.6234898018587336,0,0,1
444,491038.0,0.024279180022727366,7,0.4,4.0,0.487,0.7818314824680298,0.6234898018587336,0,0,1
19,132636.0,0.09086522512741639,8,0.331,4.0,0.313,0.7818314824680298,0.6234898018587336,0,0,1
380,120722.0,0.10029654909627077,9,0.286,4.0,0.35,0.7818314824680298,0.6234898018587336,0,0,1
342,480895.0,0.02498466401189449,12,0.211,0.0,0.0,0.7818314824680298,0.6234898018587336,1,0,0
258,735505.0,0.016637548351132896,14,0.329,4.0,0.363,0.7818314824680298,0.6234898018587336,0,0,0
347,973702.0,0.012582905242055577,15,0.241,2.0,0.187,0.7818314824680298,0.6234898018587336,0,1,0
197,525023.0,0.023265647409732526,16,0.371,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
25,407154.0,0.029878129651188495,20,0.306,3.0,0.242,0.7818314824680298,0.6234898018587336,0,0,1
48,740648.0,0.016489614499735367,21,0.366,1.0,0.1,0.7818314824680298,0.6234898018587336,0,0,1
598,414466.0,0.029329305660777964,2,0.36,4.0,0.303,0.9749279121818236,-0.22252093395631434,0,0,0
245,241608.0,0.04934439256978246,4,0.19,4.0,0.43,0.9749279121818236,-0.22252093395631434,0,0,1
453,135858.0,0.08877651665709785,4,0.177,3.0,0.318,0.9749279121818236,-0.22252093395631434,0,0,1
41,108032.0,0.11270734597156398,7,0.257,4.0,0.357,0.9749279121818236,-0.22252093395631434,0,0,0
73,985119.0,0.012283795155712153,9,0.338,5.0,0.473,0.9749279121818236,-0.22252093395631434,0,1,0
177,908303.0,0.013502102272039176,10,0.119,1.0,0.14,0.9749279121818236,-0.22252093395631434,0,0,0
152,996409.0,0.012168697793777454,10,0.166,3.0,0.247,0.9749279121818236,-0.22252093395631434,0,0,1
459,295182.0,0.04138124953418569,14,0.245,1.0,0.367,0.9749279121818236,-0.22252093395631434,0,0,1
73,579339.0,0.02097562912215473,17,0.305,1.0,0.127,0.9749279121818236,-0.22252093395631434,0,0,1
483,897782.0,0.013564540166766543,18,0.299,4.0,0.36,0.9749279121818236,-0.22252093395631434,0,0,1
326,341398.0,0.035638755938816276,18,0.353,3.0,0.251,0.9749279121818236,-0.22252093395631434,0,0,1
12,395819.0,0.03079185183126631,22,0.315,2.0,0.307,0.9749279121818236,-0.22252093395631434,0,0,1
121,65883.0,0.18476693532474234,0,0.247,3.0,0.327,0.43388373911755823,-0.900968867902419,0,0,0
528,370982.0,0.032670048681607194,1,0.166,2.0,0.2,0.43388373911755823,-0.900968867902419,0,0,1
116,951970.0,0.012692626868493755,2,0.258,4.0,0.447,0.43388373911755823,-0.900968867902419,0,0,1
180,164242.0,0.07400056014904835,3,0.251,1.0,0.153,0.43388373911755823,-0.900968867902419,0,0,1
276,826384.0,0.014809096013475576,5,0.265,4.0,0.303,0.43388373911755823,-0.900968867902419,0,0,1
76,138516.0,0.08736174882324063,10,0.217,5.0,0.412,0.43388373911755823,-0.900968867902419,0,1,0
464,345674.0,0.03547272864027957,16,0.338,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
30,228560.0,0.05304952747637382,17,0.438,1.0,0.14,0.43388373911755823,-0.900968867902419,0,1,0
92,613516.0,0.019261111364658787,18,0.433,4.0,0.52,0.43388373911755823,-0.900968867902419,0,1,0
324,644432.0,0.018678464135859177,19,0.306,1.0,0.153,0.43388373911755823,-0.900968867902419,0,0,0
316,786799.0,0.015278362072142948,19,0.301,3.0,0.44,0.43388373911755823,-0.900968867902419,0,0,0
96,25175.0,0.4819860973187686,21,0.261,5.0,0.372,0.43388373911755823,-0.900968867902419,0,0,0
304,509204.0,0.02374490381065349,23,0.276,1.0,0.1,0.43388373911755823,-0.900968867902419,0,0,1
119,124107.0,0.09711780963201108,0,0.455,5.0,0.348,-0.433883739117558,-0.9009688679024191,0,0,1
44,591037.0,0.020580775822833425,2,0.336,4.0,0.297,-0.433883739117558,-0.9009688679024191,1,0,0
28,888410.0,0.013476885672155874,3,0.385,1.0,0.113,-0.433883739117558,-0.9009688679024191,0,0,1
275,985102.0,0.012366232126216372,5,0.199,5.0,0.38,-0.433883739117558,-0.9009688679024191,1,0,0
276,346820.0,0.034712530995905655,10,0.1,5.0,0.372,-0.433883739117558,-0.9009688679024191,0,0,0
176,76323.0,0.1611571872174836,10,0.215,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
188,176495.0,0.06901045355392504,15,0.229,4.0,0.37,-0.433883739117558,-0.9009688679024191,0,0,0
334,479681.0,0.024999947882029933,18,0.412,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
110,553455.0,0.021828332926796215,2,0.254,5.0,0.485,-0.9749279121818236,-0.2225209339563146,0,0,1
454,484119.0,0.02540284516823343,11,0.146,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
467,917878.0,0.013148806268371178,15,0.391,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
450,97802.0,0.12508946647307825,17,0.276,2.0,0.32,-0.9749279121818236,-0.2225209339563146,0,0,1
163,307555.0,0.04026922013948725,20,0.214,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,1,0
536,518292.0,0.023046853897031018,20,0.368,5.0,0.377,-0.9749279121818236,-0.2225209339563146,0,0,1
38,566095.0,0.02177019758167799,21,0.267,3.0,0.26,-0.9749279121818236,-0.2225209339563146,0,0,1
49,642623.0,0.018825967946992248,22,0.345,5.0,0.525,-0.9749279121818236,-0.2225209339563146,0,0,1
197,305198.0,0.03917456864068572,22,0.207,1.0,0.14,-0.9749279121818236,-0.2225209339563146,0,0,1
207,522306.0,0.02319904423843494,23,0.158,2.0,0.187,-0.9749279121818236,-0.2225209339563146,1,0,0
185,384206.0,0.031808456921547296,23,0.298,3.0,0.238,-0.9749279121818236,-0.2225209339563146,0,0,0
391,586400.0,0.020752046384720328,23,0.227,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
39,84422.0,0.14158631636303334,0,0.13,4.0,0.42,-0.7818314824680299,0.6234898018587334,0,0,0
188,759581.0,0.015958798337504493,1,0.317,0.0,0.0,-0.7818314824680299,0.6234898018587334,1,0,0
97,803432.0,0.015081550149857114,4,0.163,3.0,0.22,-0.7818314824680299,0.6234898018587334,0,0,0
10,756607.0,0.01603210120974297,9,0.284,1.0,0.38,-0.7818314824680299,0.6234898018587334,0,0,0
188,186133.0,0.06514159230227848,10,0.232,2.0,0.187,-0.7818314824680299,0.6234898018587334,1,0,0
107,687172.0,0.017930008789648007,11,0.165,4.0,0.395,-0.7818314824680299,0.6234898018587334,0,1,0
236,351360.0,0.03437784608378871,12,0.17,3.0,0.238,-0.7818314824680299,0.6234898018587334,0,0,1
151,485789.0,0.025169363653767377,13,0.261,3.0,0.416,-0.7818314824680299,0.6234898018587334,1,0,0
31,378776.0,0.032095486514457094,15,0.399,1.0,0.127,-0.7818314824680299,0.6234898018587334,0,0,1
406,972710.0,0.012453866003228094,18,0.235,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
88,224877.0,0.053580401730723905,20,0.473,5.0,0.375,-0.7818314824680299,0.6234898018587334,0,0,0
88,255019.0,0.047710170614738506,20,0.37,3.0,0.327,-0.7818314824680299,0.6234898018587334,0,0,0
41,966313.0,0.012291048552591138,21,0.195,0.0,0.0,-0.7818314824680299,0.6234898018587334,1,0,0
198,836280.0,0.014306213230018653,1,0.236,2.0,0.18,0.0,1.0,0,1,0
190,501979.0,0.02429384496164182,1,0.347,4.0,0.377,0.0,1.0,1,0,0
400,11753.0,1.0315664085765337,2,0.279,3.0,0.238,0.0,1.0,0,0,1
280,255249.0,0.04758490728661033,6,0.256,5.0,0.476,0.0,1.0,0,0,1
325,311177.0,0.03887498112006993,6,0.355,4.0,0.31,0.0,1.0,0,1,0
264,289126.0,0.0415943221986262,9,0.166,5.0,0.467,0.0,1.0,0,0,1
98,190143.0,0.06277906628169325,11,0.175,1.0,0.14,0.0,1.0,1,0,0
100,548179.0,0.022286515900828013,11,0.282,4.0,0.307,0.0,1.0,0,1,0
136,927857.0,0.013005236798342848,11,0.269,3.0,0.242,0.0,1.0,0,0,1
239,607309.0,0.019917373198816417,11,0.354,3.0,0.251,0.0,1.0,0,0,0
359,473877.0,0.025730305543421605,12,0.226,1.0,0.153,0.0,1.0,0,0,1
351,155545.0,0.07740525249927674,12,0.403,0.0,0.0,0.0,1.0,0,0,0
78,201494.0,0.06028963641597269,13,0.367,5.0,0.425,0.0,1.0,0,0,1
512,820407.0,0.014707334286518764,13,0.168,2.0,0.207,0.0,1.0,0,0,1
119,538219.0,0.022732382171569566,15,0.358,5.0,0.417,0.0,1.0,0,0,0
35,791358.0,0.015253526216958696,16,0.335,3.0,0.349,0.0,1.0,0,0,1
342,470335.0,0.025766740727353906,18,0.323,2.0,0.187,0.0,1.0,0,0,1
380,13874.0,0.8760991783191582,22,0.227,3.0,0.256,0.0,1.0,0,1,0
376,300089.0,0.04114779282146296,22,0.346,3.0,0.333,0.0,1.0,0,0,1
512,113607.0,0.10568010773983998,0,0.134,2.0,0.327,0.7818314824680298,0.6234898018587336,0,0,0
332,120606.0,0.10127191018688954,1,0.25,3.0,0.349,0.7818314824680298,0.6234898018587336,0,0,1
436,828907.0,0.014205453687808163,1,0.242,4.0,0.313,0.7818314824680298,0.6234898018587336,0,0,1
74,737998.0,0.016386223268897746,2,0.287,0.0,0.0,0.7818314824680298,0.6234898018587336,1,0,0
278,586877.0,0.020476181550818998,3,0.255,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
560,599580.0,0.019943960772540778,4,0.195,5.0,0.417,0.7818314824680298,0.6234898018587336,0,0,0
328,431567.0,0.02827602666561623,5,0.357,4.0,0.297,0.7818314824680298,0.6234898018587336,0,0,1
244,970117.0,0.012763408949642157,6,0.278,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
72,61218.0,0.19451795223627039,6,0.309,3.0,0.322,0.7818314824680298,0.6234898018587336,0,0,0
154,478598.0,0.025641561393904697,6,0.648,4.0,0.382,0.7818314824680298,0.6234898018587336,0,0,1
52,836648.0,0.014547336514280796,7,0.292,4.0,0.42,0.7818314824680298,0.6234898018587336,0,0,1
195,766780.0,0.01570854743211873,7,0.203,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,0
36,170575.0,0.07139967756119009,8,0.266,4.0,0.39,0.7818314824680298,0.6234898018587336,0,1,0
70,924550.0,0.013164242063706668,9,0.17,1.0,0.153,0.7818314824680298,0.6234898018587336,0,0,1
