,content_type,content_length,comments_count,follower_count,ER,day,hour,description_score,hashtag_count,desciption_word_count
30184,0,125,204,950572,1.2782829706744991,6,11,-0.55,0,12
30186,3,188,192,864375,1.4146637744034707,6,11,0.0,5,19
30190,3,343,188,270674,4.512439318146553,6,13,0.0,4,27
30194,3,590,176,293302,4.1527163128788755,6,16,0.0,4,18
30195,0,575,212,303288,3.9793859302049537,6,16,-0.16666666666666666,5,12
30198,1,127,203,448690,2.6436960930709397,6,17,0.0,4,9
30205,3,117,197,944243,1.2808143666407905,6,18,-0.008333333333333325,2,20
30211,3,177,201,116523,10.374775795336543,6,22,-0.05,3,15
30212,3,13,187,898920,1.3424998887553954,6,23,0.11688311688311688,2,23
30216,0,82,208,994761,1.2068225433043716,4,0,0.03866666666666667,2,23
30224,3,44,195,628128,1.8770059605685465,4,3,0.13333333333333333,0,20
30225,3,128,200,469627,2.550108916225004,4,3,0.2604166666666667,0,28
30233,0,156,206,801791,1.5078742465305797,4,6,0.05357142857142857,1,30
30237,3,289,194,379728,3.205715670163907,4,7,0.2001298701298701,3,15
30238,3,322,198,383058,3.1240699841799415,4,7,0.18095238095238095,0,17
30241,2,128,187,447004,2.719438752225931,4,9,0.12714285714285714,2,18
30244,3,32,179,127908,9.393470306783,4,9,0.1,3,12
30247,1,22,222,516116,2.346953010563517,4,10,0.19999999999999998,2,32
30263,3,101,212,40721,29.269909874511924,4,15,-0.1875,3,22
30264,0,173,221,703155,1.7199621705029473,4,16,-0.25,5,15
30286,3,126,209,75563,15.924460384050395,4,21,0.325,3,34
30292,1,141,174,174179,7.010029911757446,4,23,-0.23015873015873017,1,11
30300,3,192,203,355884,3.400546245405806,0,3,-0.19583333333333333,0,13
30304,0,242,183,674974,1.7816982580069751,0,4,0.35,2,9
30314,3,36,217,563408,2.171783148269105,0,7,-0.09795918367346938,5,29
30321,3,35,213,539402,2.224129684354155,0,9,0.09583333333333335,3,20
30323,0,111,194,579448,2.093199044607972,0,10,0.10357142857142856,4,12
30333,1,276,209,694940,1.737991769073589,0,14,0.30833333333333335,3,19
30338,3,416,214,814741,1.4960582565502412,0,17,0.0,2,8
30349,1,578,192,660022,1.8363024262827603,0,21,-0.1,3,9
30356,2,531,195,333916,3.612585201068532,0,23,0.26666666666666666,2,20
30366,3,164,189,82252,14.599037105480717,2,2,0.25333333333333335,3,27
30370,3,599,184,269757,4.498122384219872,2,3,0.075,5,36
30372,3,35,203,76986,15.767801938014703,2,4,0.19285714285714287,5,19
30384,3,101,193,222645,5.45397381481731,2,9,0.14375,4,22
30397,3,166,201,281755,4.344554666288087,2,13,0.2127272727272727,1,17
30398,3,108,201,948677,1.2709278289660233,2,13,0.16666666666666666,5,16
30403,1,182,199,209561,5.730073820987683,2,15,0.20708333333333337,5,31
30408,3,82,220,535351,2.3022278841358284,2,18,0.19285714285714284,5,37
30412,1,94,171,355644,3.389063220523895,2,19,-0.005820105820105821,0,20
30423,1,45,206,606116,1.997637415940183,2,23,0.0,5,19
30425,1,384,189,55537,21.59821380341034,3,0,0.3,2,21
30427,3,384,193,980466,1.2420624478564275,3,1,-0.008333333333333331,3,21
30435,2,117,181,92691,12.925742520848843,3,3,-0.3499999999999999,0,8
30436,3,175,207,275800,4.409717186366933,3,4,-0.115625,3,17
30437,0,58,205,119871,10.249351386073362,3,4,0.20347222222222225,5,23
30442,0,526,201,364747,3.3390267774649276,3,5,0.12476190476190475,4,13
30446,0,157,191,505475,2.402294871160789,3,6,0.2,5,13
30449,0,26,204,227842,5.321231379640277,3,7,-0.05,2,22
30452,1,125,161,376102,3.2113628749647702,3,8,0.1,3,18
30454,3,371,199,798342,1.5158916855182365,3,9,0.11666666666666667,0,17
30479,2,459,210,349066,3.446626139469327,3,17,0.009523809523809523,4,18
30480,3,244,194,630310,1.9225460487696528,3,18,0.0,0,21
30489,3,153,205,175272,6.900132365694464,3,21,0.05,2,13
30490,2,151,186,417918,2.914925894553477,3,21,0.125,4,11
30494,0,527,198,945659,1.276358602836752,3,23,-0.004999999999999999,2,25
30498,3,161,190,228364,5.320453311380077,1,0,0.16607142857142856,5,22
30506,0,113,200,631052,1.906023592350551,1,6,-0.2878787878787879,5,22
30516,3,121,180,162136,7.484457492475453,1,9,0.08333333333333336,5,30
30517,3,141,189,111446,10.895859878326723,1,10,-0.23333333333333336,0,17
30523,2,167,207,382069,3.193925704519341,1,11,-0.16666666666666666,4,14
30527,0,96,197,248970,4.851186889986745,1,12,0.12535714285714286,3,15
30533,3,124,170,45468,26.449370986188086,1,13,0.1,1,10
30534,3,174,209,467895,2.6052853738552453,1,13,-0.2899999999999999,0,37
30537,0,133,168,670209,1.7867560716134818,1,14,0.25,3,9
30540,3,168,207,719209,1.6810134467171574,1,15,0.12777777777777777,3,27
30548,1,15,218,978392,1.2238448392873202,1,17,-0.3499999999999999,4,11
30561,3,134,214,939715,1.2575089255785,1,21,0.22666666666666666,0,12
30562,0,140,201,719353,1.6919370601081805,1,22,0.22301587301587303,2,22
30568,3,120,209,544800,2.2055800293685754,5,0,0.375,3,23
30572,2,30,180,972944,1.2621486950944762,5,1,0.35,5,12
30579,3,164,189,234735,5.160287132298123,5,2,0.0,1,18
30583,2,483,194,591335,2.029644786795979,5,4,0.16666666666666669,0,10
30584,3,539,187,175630,6.989124864772533,5,4,0.07666666666666665,4,19
30585,3,141,181,128665,9.54882835269887,5,5,0.1125,4,22
30586,3,99,193,918318,1.3327627248948621,5,5,0.1732323232323232,0,21
30588,3,171,194,356508,3.4080581641926693,5,6,0.09523809523809525,4,25
30590,3,135,215,734624,1.6549962974256218,5,7,-0.14166666666666666,1,13
30591,1,78,194,861803,1.400436062534013,5,7,0.05,1,17
30592,3,63,192,616616,1.9725404465664207,5,7,0.31666666666666665,4,19
30597,0,216,214,389899,3.0787460342293773,5,8,0.4,0,14
30600,3,153,221,705569,1.7269749663037917,5,10,0.125,0,23
30605,2,302,220,843414,1.4437749432662963,5,11,0.22499999999999998,2,12
30606,3,510,214,46670,25.941718448682238,5,11,0.0,3,8
30612,3,424,200,288223,4.191199175638308,5,12,0.0,1,18
30614,3,358,235,876963,1.388770107746849,5,13,0.2017857142857143,0,22
30620,0,554,186,95383,12.882798821592948,5,14,0.0,0,18
30626,2,511,207,555800,2.199712126664268,5,16,-0.13888888888888887,1,17
30632,2,59,214,885328,1.3727115825998952,5,17,0.05,4,11
30638,3,72,196,980342,1.2226345499835771,5,19,0.06666666666666668,4,10
30641,0,169,176,351796,3.435229508010324,5,20,0.0,0,12
30649,2,94,189,293135,4.171456837293397,5,22,0.14,0,35
30664,3,59,199,757561,1.6304957620574447,6,3,-0.16249999999999992,0,11
30665,3,556,203,118474,10.236845214983878,6,3,0.16517857142857142,3,18
30685,3,15,214,668827,1.8136229548149223,6,11,0.20515873015873012,3,24
30688,3,350,192,344332,3.5907205836227827,6,12,0.05,3,15
30691,3,112,199,231750,5.24789644012945,6,14,0.20714285714285713,4,24
30692,3,271,217,593683,2.0367772026485516,6,14,0.16666666666666666,1,16
30693,0,68,212,540904,2.245685001405055,6,14,0.4,1,11
30701,1,176,201,818031,1.466325848286923,6,17,0.22499999999999998,3,13
30703,3,353,195,222957,5.523038074606315,6,18,0.025,3,12
30706,0,391,198,857325,1.418948473449392,6,21,0.03,2,22
30709,3,504,174,985244,1.22568622595012,6,21,0.0,1,15
30717,0,56,183,765178,1.5669556626039953,4,0,-0.2,2,10
30719,0,78,220,916655,1.302671124905226,4,0,-0.1125,5,27
30726,3,132,174,902703,1.3447390780799444,4,3,0.1572727272727273,4,29
30728,1,132,204,839589,1.456426894587709,4,4,0.0,0,13
30731,3,29,205,826216,1.4421168314339106,4,5,0.14166666666666666,3,12
30740,3,595,191,829293,1.4382130320646624,4,7,0.125,0,22
30743,2,492,212,868927,1.3943633930123014,4,7,0.0,4,8
30752,3,335,202,121178,10.051329449239962,4,10,-0.42500000000000004,2,19
30758,3,138,193,839221,1.4598061773954656,4,10,0.07684371184371186,3,41
30764,3,122,198,254550,4.788843056373993,4,12,0.09166666666666667,3,11
30770,3,568,203,896090,1.354663036078965,4,13,-0.008333333333333335,2,38
30773,3,93,213,220728,5.481406980537132,4,14,0.3,4,16
30774,3,52,192,987167,1.2529794857405079,4,14,-0.075,0,15
30782,3,394,204,281595,4.26747634013388,4,16,-0.05555555555555555,0,24
30785,3,284,218,329260,3.6794630383283726,4,17,0.029687500000000006,3,36
30791,3,57,192,981233,1.2266199771104314,4,21,-0.14833333333333334,4,22
30797,3,599,190,850671,1.4291071401282047,4,23,0.05,5,22
30798,0,94,206,624531,1.940336028155528,4,23,-0.052727272727272734,4,37
30800,3,487,185,866133,1.3922804003542182,0,0,0.16904761904761903,5,25
30803,3,72,197,541055,2.2482002753878993,0,0,0.19999999999999998,5,15
30804,3,580,198,897750,1.3292119186856028,0,1,0.125,5,18
30805,0,149,190,799880,1.5343551532729909,0,1,0.2583333333333333,1,22
30811,0,183,201,983174,1.2342677898317085,0,2,0.13727272727272727,3,20
30816,3,563,201,171594,7.028217769852092,0,3,-0.025,4,26
30822,2,186,221,470336,2.600056130085726,0,5,0.21428571428571427,3,18
30838,3,218,203,246497,4.923792175969687,0,9,0.0,5,31
30855,3,421,195,788604,1.5229443421539834,0,16,-0.08888888888888888,0,22
30856,3,115,189,633272,1.8890776791015549,0,17,0.4777777777777778,0,20
30868,3,26,204,115266,10.533027952735411,0,20,0.17708333333333331,2,34
30877,2,576,205,684768,1.8041146782559931,0,22,0.1875,1,24
30881,3,58,199,414853,2.906571725406349,0,23,0.020000000000000007,0,28
30885,1,24,197,486415,2.4935497466155443,2,1,0.1395833333333333,0,33
30888,3,244,210,952963,1.2899766307820975,2,1,0.21666666666666667,2,13
30892,1,280,187,911453,1.3373152537761135,2,3,0.3134920634920635,5,19
30893,2,31,182,446628,2.736057748282687,2,3,0.0,0,15
30894,3,137,192,629969,1.9227930263235173,2,3,0.0,4,11
30897,1,166,213,489467,2.5004750064866474,2,4,0.0,0,11
30898,3,78,229,494830,2.4602388699149205,2,4,0.06061224489795918,5,34
30902,3,46,205,324575,3.7322652699684205,2,5,0.5666666666666668,3,33
30906,3,425,215,119036,10.291844484021642,2,6,0.0,0,18
30907,3,553,200,469391,2.577808266455897,2,6,0.08333333333333333,1,30
30926,3,253,193,73594,16.14941435443107,2,10,0.034375,0,26
30934,3,492,185,737332,1.6487823666950574,2,12,0.2833333333333333,5,24
30935,3,145,192,691036,1.7462187208770599,2,12,0.0,5,13
30941,0,193,207,297647,4.067569973828058,2,13,0.02619047619047617,2,13
30944,0,195,194,863674,1.3975180450030913,2,14,0.1,2,12
30945,0,327,224,488753,2.5076060914204104,2,14,0.0,4,10
30949,3,125,196,797743,1.5478669195467714,2,15,0.35,5,16
30962,3,590,198,37811,32.3450847636931,2,19,0.07638888888888888,4,19
30965,3,514,190,700465,1.7512652309537236,2,20,0.05,3,13
30970,1,276,193,787985,1.5453339847839742,2,22,0.1,3,16
30979,0,192,210,828998,1.469243592867534,3,0,0.85,0,10
30988,2,574,197,148701,7.97640903558147,3,5,0.0,0,18
31001,3,437,212,595320,2.0513337364778605,3,10,0.1,1,29
31004,1,164,197,536448,2.2693718682891912,3,10,0.15000000000000002,2,12
31013,3,334,171,282264,4.24921350225321,3,14,0.14852607709750565,4,30
31022,3,83,183,452557,2.6396674893991254,3,17,0.14761904761904762,3,16
31023,3,10,218,480632,2.5370761830256825,3,17,0.0,0,26
31024,3,594,195,196338,6.121076918375454,3,17,0.2,2,19
31025,3,377,194,788371,1.5264386944725263,3,17,-0.20999999999999996,1,29
31032,3,402,184,995451,1.2295934204697168,3,18,-0.025000000000000022,4,22
31041,0,417,189,780971,1.566127295379726,3,21,0.19999999999999998,1,16
31043,3,164,188,864390,1.406656717453927,3,21,0.0,0,12
31046,3,162,204,363079,3.316082725797967,3,23,0.2222222222222222,0,15
31050,0,146,198,745770,1.6120251552087104,1,0,0.17142857142857143,5,17
31052,3,66,201,712240,1.7011119847242504,1,1,-0.0875,0,11
31053,0,180,213,517587,2.351295530992857,1,1,0.05000000000000001,1,21
31054,3,54,183,681945,1.7680311462068055,1,2,0.0,1,13
31058,2,112,184,271564,4.492863560707605,1,2,0.209375,2,38
31060,3,73,188,652753,1.8500106472126516,1,3,0.11111111111111112,0,23
31068,0,593,228,827234,1.4575077910240632,1,4,0.0,2,16
31069,3,123,208,387931,3.113440276750247,1,5,-0.0031746031746031724,2,11
31075,3,405,213,75452,15.954514128187459,1,6,0.16875,0,26
31078,3,541,212,743935,1.6139850927836437,1,7,0.19999999999999998,0,22
31087,3,49,197,428680,2.8125874778389472,1,10,0.10606060606060606,1,31
31097,3,397,228,605937,2.007304389730286,1,13,0.19166666666666665,5,19
31105,0,429,173,566574,2.1349373603448094,1,16,0.0,4,7
31106,0,92,191,731145,1.6560326611000553,1,17,0.21212121212121213,3,12
31113,3,111,185,569056,2.108228364168026,1,19,0.125,5,8
31114,0,249,189,94513,12.786600785077184,1,19,0.2,4,10
31126,3,563,186,490559,2.43885037273804,5,0,0.13999999999999999,3,24
31127,3,160,220,782594,1.5572570196040347,5,0,0.2,3,31
31130,3,91,208,250676,4.948220013084619,5,1,0.007291666666666682,2,29
31141,3,187,206,77016,15.939545029604238,5,6,0.22738095238095238,1,34
31143,3,160,216,67140,18.15311289842121,5,7,0.02499999999999998,5,14
31151,3,131,208,836101,1.4650143941940028,5,9,-0.16666666666666666,4,16
31153,0,121,206,147671,8.208788455417787,5,10,0.125,1,21
31154,3,429,190,235684,5.119991174623649,5,11,0.2,5,18
31155,0,96,193,496981,2.4739376354428035,5,11,0.10555555555555557,3,11
31160,3,98,206,466143,2.602205760893116,5,13,0.375,2,11
31162,0,421,208,951154,1.2817062221259647,5,14,0.20727272727272728,1,26
31174,1,121,230,162688,7.601052321007081,5,20,0.22809523809523807,1,22
31179,3,197,210,788437,1.545716398393277,5,21,-0.041666666666666664,3,29
31182,2,320,192,930608,1.2961418771383868,5,22,0.26249999999999996,0,17
31187,3,143,206,144785,8.314397209655697,6,0,0.14583333333333334,3,21
31193,3,88,195,229765,5.138293473766675,6,4,-0.16666666666666666,1,17
31199,2,85,197,616839,2.001981067993431,6,5,0.07777777777777777,1,24
31201,3,149,204,987832,1.2504150503324452,6,7,-0.023214285714285715,5,30
31214,3,270,196,773833,1.583287350113009,6,10,-0.15000000000000002,0,14
31216,0,88,191,576580,2.0774220403066357,6,11,-0.033673469387755076,1,31
31226,3,252,187,612527,1.981300416144921,6,13,0.18888888888888888,0,12
31230,0,90,222,875997,1.3980641486215135,6,15,0.029629629629629634,0,39
31231,3,43,197,888655,1.3656593391136043,6,16,0.05000000000000002,2,18
31238,0,532,192,397238,3.0269007496765163,6,18,0.0,0,8
31239,3,54,200,631162,1.9210598863683175,6,18,0.11249999999999999,5,15
31240,3,172,219,517515,2.3390626358656275,6,19,0.0,2,7
31241,0,122,200,100875,12.235935563816605,6,20,-0.03333333333333333,1,12
31243,3,180,198,225728,5.346257442585767,6,20,0.25,3,13
31246,3,577,188,403343,2.9793500816922567,6,21,-0.16666666666666666,4,16
31251,2,590,203,642429,1.9052689090934563,6,23,-0.16666666666666666,3,16
31252,3,340,191,244149,4.957218747568083,6,23,0.04999999999999999,1,25
31263,0,583,186,803537,1.4935217668881458,4,2,0.3444444444444444,1,20
31265,1,217,185,322322,3.7549407114624502,4,2,-0.044444444444444446,0,28
31267,0,40,188,402456,3.0462957441310357,4,3,0.21266233766233766,0,17
31271,1,306,227,810774,1.5147254352014248,4,4,0.3,3,19
31274,3,568,222,977393,1.2281651290729523,4,4,-0.051704545454545434,4,35
31275,0,428,185,906768,1.3520547703491963,4,5,0.2333333333333333,1,18
31278,1,428,193,349089,3.495383698712936,4,7,0.10714285714285714,3,15
31287,3,200,217,414656,2.9417155425219943,4,10,-0.16666666666666666,0,19
31290,3,156,212,285501,4.1414916234969406,4,11,0.14766233766233763,4,33
31292,3,139,206,66987,18.287130338722438,4,12,0.08148148148148149,2,19
31312,3,280,213,645763,1.8655450993630789,4,18,0.28,1,14
31313,3,165,200,942558,1.2782237273462216,4,18,-0.07999999999999999,0,33
31314,3,146,223,121380,9.87724501565332,4,18,0.3333333333333333,2,20
31315,3,66,184,503184,2.3959426372857644,4,19,0.3666666666666667,3,32
31318,3,354,198,696832,1.7473365172667157,4,20,0.004166666666666663,4,33
31319,0,494,198,640193,1.878339813150097,4,20,0.11757369614512472,2,39
31321,1,160,214,970954,1.2507286647977143,4,21,0.13333333333333333,1,9
31322,2,98,206,830503,1.437442128445051,4,21,0.30714285714285716,0,11
31331,3,54,187,258843,4.693965067627867,4,22,-0.1986111111111111,3,23
31334,3,100,205,851008,1.433711551477777,4,22,0.20833333333333334,2,25
31337,1,145,192,61153,20.01210079636322,4,22,-0.3,2,12
31362,2,559,202,798130,1.5087767656898,0,5,-0.0625,3,18
31372,0,95,183,289407,4.20756927095751,0,9,0.05000000000000001,1,27
31374,3,133,189,924916,1.2987125317326114,0,9,0.20833333333333334,0,19
31378,3,117,198,700606,1.7263626060867305,0,11,0.09999999999999999,3,22
31381,3,174,188,519140,2.2988018646222597,0,11,0.25,5,18
31384,3,534,224,654350,1.885840910827539,0,13,0.11249999999999999,4,26
31389,3,547,209,345706,3.5107866221587134,0,14,0.21666666666666667,3,21
31390,3,364,182,533136,2.2669637765973407,0,15,0.0,1,17
31391,3,165,196,360775,3.3624835423740556,0,16,0.15,5,14
31394,0,488,177,883522,1.3585400250361621,0,16,0.0,0,7
31406,3,78,202,472155,2.548527496267116,0,19,-0.07500000000000001,4,19
31414,3,281,184,415166,2.951349580649668,0,21,-0.3125,0,6
31415,3,355,194,718733,1.675448323647307,0,21,0.1,3,30
31418,1,189,194,40648,29.748081086400312,0,21,-0.12,5,20
31433,0,362,208,913717,1.3255745487935542,2,4,-0.036666666666666674,3,22
31438,3,38,172,36915,33.06785859406745,2,5,0.0,2,10
31442,2,159,202,259193,4.620495152261057,2,7,0.2833333333333333,3,22
31446,3,103,184,539892,2.2706393130477944,2,8,0.005714285714285716,3,26
31447,3,186,212,167256,7.195556512172957,2,8,0.11125,1,9
31450,3,145,213,467435,2.615336891760352,2,9,0.05,4,15
31460,1,25,170,259488,4.5828708842027375,2,12,0.09722222222222222,3,33
31463,1,60,203,770898,1.5628526731162877,2,13,0.05,2,26
31466,3,450,180,630201,1.8984419256713334,2,14,0.0,2,34
31474,2,101,198,77105,15.550223720900073,2,16,-0.08333333333333334,3,8
31475,3,186,183,309012,3.882049888030238,2,16,0.0,2,10
31478,0,488,201,531670,2.2923994206932874,2,17,0.25,1,11
31482,3,109,210,755440,1.6145557555861483,2,18,0.175,0,24
31486,3,392,187,903116,1.3343800796353955,2,19,0.016666666666666653,3,23
31488,3,130,182,473835,2.5523652748319563,2,19,0.5666666666666667,2,15
31489,3,204,182,798460,1.507652230543797,2,19,0.1,3,10
31491,3,272,190,97591,12.36179565738644,2,20,0.15,4,15
31493,3,79,200,642910,1.8646466846059324,2,21,0.13333333333333333,1,25
31497,3,97,214,197480,6.042130848693539,2,23,-0.2041003787878788,4,21
31500,0,79,178,403215,2.9797998586362113,2,23,0.05333333333333334,1,9
31506,2,310,210,205575,5.8640398881186915,3,2,0.22499999999999998,5,17
31511,3,186,187,478390,2.5205376366562846,3,4,0.05,4,16
31524,3,186,216,419765,2.9090086119614544,3,11,-0.1,1,9
31527,3,311,204,575114,2.0851518133796083,3,11,0.0,1,15
31529,0,155,196,529555,2.285315028656136,3,12,0.0,5,19
31531,3,157,195,585480,2.067192730750837,3,12,0.21249999999999997,1,31
31541,2,445,221,240651,5.123186689438232,3,15,-0.0113095238095238,5,32
31542,3,506,202,971844,1.252155695770103,3,15,0.0,4,14
31550,3,94,213,342547,3.573524217114732,3,16,0.09500000000000001,0,15
31551,0,483,187,460541,2.5817462506052666,3,17,-0.05,0,15
31552,3,464,195,507049,2.3717628868215894,3,17,0.009999999999999998,2,16
31558,3,445,210,203956,5.9944301712133985,3,19,0.10833333333333334,2,18
31562,3,429,208,344588,3.509408336912487,3,20,0.029166666666666674,4,17
31563,0,80,225,792273,1.5524951626522676,3,20,0.125,4,31
31565,0,341,192,978904,1.238119366148264,3,21,0.1875,3,18
31572,3,395,213,824990,1.4640177456696446,3,22,0.08541666666666665,0,35
31573,0,118,175,813875,1.496790047611734,3,22,-0.05555555555555555,2,22
31578,3,441,207,442963,2.73115361779652,1,0,0.55,0,11
31579,1,47,194,477019,2.5091243745008063,1,1,0.0,3,6
31598,3,88,175,200231,6.102451668323087,1,5,0.0625,2,17
31605,3,164,221,894273,1.3592046276696266,1,7,0.39,2,21
31606,3,12,213,296840,4.092440371917531,1,7,0.43333333333333335,5,14
31608,3,592,203,660713,1.8268143656928197,1,7,0.0,2,13
31610,2,16,185,367757,3.2891284190375707,1,7,0.05833333333333334,5,21
31613,3,189,206,742637,1.631752794433889,1,8,0.0,1,7
31614,0,64,210,225469,5.345745978382838,1,8,0.11666666666666664,1,28
31617,3,64,194,204031,5.90302454038847,1,9,0.03333333333333333,2,24
31619,3,298,197,964487,1.2681352885005188,1,10,0.008333333333333337,2,17
31627,3,595,169,475685,2.513638226977937,1,12,0.2125,2,17
31634,3,294,204,648531,1.8850293972069183,1,14,-0.11666666666666664,5,23
31642,3,357,185,690940,1.750224332069355,1,16,0.8,4,12
31674,0,53,212,110786,10.915639160182694,5,2,0.125,5,16
31675,3,210,212,828484,1.4653270310591393,5,2,0.0,0,26
31676,3,23,199,467915,2.5927786029513906,5,2,0.2033333333333333,1,26
31683,3,577,201,927863,1.3125860175478492,5,5,0.0,3,8
31685,0,347,189,768713,1.5822550158511695,5,5,0.049999999999999996,5,16
31699,3,96,199,729370,1.6418278788543537,5,12,-0.19444444444444445,2,12
31700,2,410,191,100175,12.206638382830047,5,12,0.18333333333333332,1,16
31706,0,299,198,589337,2.0614690745702373,5,13,0.11666666666666668,4,29
31710,3,123,190,308566,3.9388655911539185,5,14,0.020502645502645505,3,23
31716,0,188,209,408924,2.9624086627343957,5,15,0.0,1,15
31724,0,46,217,362346,3.3277585512190004,5,17,0.1,3,13
31740,3,133,189,326139,3.687384826714989,5,23,0.15416666666666665,2,24
31742,3,252,196,282727,4.262415687217705,6,0,0.0897159090909091,2,11
31743,3,181,218,565648,2.1108533929228073,6,0,0.016666666666666663,1,13
31744,3,177,185,216669,5.663939003733806,6,1,0.0,1,28
31748,3,65,201,40458,29.52444510356419,6,1,0.13636363636363635,5,34
31757,2,509,180,914215,1.341478754997457,6,4,0.2,2,28
31767,3,413,200,376109,3.2195453977437394,6,10,0.10902777777777779,4,27
31768,3,328,204,376486,3.171167055348672,6,11,-0.08055555555555555,2,36
31772,3,140,188,621334,1.9493541315942793,6,11,-0.1625,3,16
31783,3,20,206,341742,3.503227581040668,6,16,0.0,2,16
31786,3,141,211,136400,8.89882697947214,6,17,0.053333333333333344,0,20
31788,3,256,187,102359,11.716605281411503,6,17,0.1,2,11
31790,3,99,183,499465,2.398966894577198,6,18,-0.015151515151515152,0,16
31791,3,61,183,774282,1.5388450202897652,6,18,0.15476190476190477,5,19
31795,3,343,215,610162,1.984882703282079,6,20,-0.10416666666666666,5,16
31797,3,46,209,505459,2.3833782759828193,6,21,0.21904761904761905,2,21
31803,3,405,212,803421,1.49448421188891,4,0,-0.2,5,22
31806,2,333,194,245552,4.947220955235551,4,1,-0.0375,1,16
31815,3,53,179,84937,14.304719968918139,4,4,0.17857142857142858,4,11
31817,3,66,193,130384,9.235795803166033,4,5,0.1,4,16
31820,0,91,203,108338,11.290590559175913,4,5,0.06249999999999999,0,30
31826,3,448,208,981002,1.2341463116283147,4,7,0.0,1,17
31831,2,98,203,610224,1.9863197776554185,4,8,0.13363095238095238,2,15
31837,2,94,172,774841,1.5569645901546252,4,10,0.003888888888888886,0,24
31845,0,99,223,691859,1.767701222358891,4,12,0.0,0,7
31855,3,445,207,254070,4.756956744204353,4,15,-0.3333333333333333,2,15
31859,0,168,194,251017,4.784536505495644,4,17,0.0,1,11
31863,1,51,198,391545,3.0581414652211114,4,18,0.006666666666666665,0,19
31868,3,33,188,832827,1.4714940798028882,4,21,0.34,2,24
31892,3,194,189,969563,1.2542764111254245,0,7,0.06666666666666672,0,22
31894,3,83,202,205887,5.8099831460947025,0,8,0.020833333333333332,4,26
31919,2,457,228,262375,4.599523582658409,0,17,0.4,2,13
31920,3,473,180,606249,2.01237445340116,0,17,0.06166666666666667,0,19
31921,1,201,180,564541,2.1846066096173704,0,17,0.09999999999999999,1,18
31923,2,161,185,414631,2.954434183647629,0,18,0.0,5,9
31924,3,164,217,161423,7.4945949461972585,0,18,0.4583333333333333,5,22
31926,3,21,197,120056,9.987839008462718,0,19,0.03333333333333333,3,17
31934,3,25,233,978709,1.2482770670342256,0,23,0.0,3,14
31936,2,359,186,907869,1.3370871788771288,0,23,0.25317460317460316,2,29
31939,0,334,206,358754,3.400658947356684,2,0,0.16666666666666666,1,28
31945,3,97,210,179486,6.7704444914923725,2,3,0.15000000000000002,0,16
31946,0,54,222,299905,3.9905970223904235,2,3,0.25,4,17
31950,3,145,181,414231,2.9162472147183576,2,4,-0.053409090909090906,0,18
31952,3,150,207,670992,1.7994253284688937,2,5,0.16666666666666666,3,19
31959,3,95,223,498725,2.4205724597724196,2,8,0.25833333333333336,0,16
31961,0,148,228,709623,1.6837109281970848,2,10,0.06000000000000001,4,31
31968,0,386,194,866462,1.4079094062982567,2,11,0.0,1,13
31982,0,142,226,503545,2.415871471268705,2,16,0.023333333333333338,4,25
31989,3,237,200,47860,25.46385290430422,2,18,0.29166666666666663,0,20
31992,3,134,190,776092,1.5449199321729898,2,19,0.25,5,21
31999,3,252,204,307098,3.9462972731831534,2,21,0.07142857142857142,4,36
32001,3,168,227,330024,3.592769010738613,2,21,0.0,1,8
32002,3,554,196,680665,1.7903080076102047,2,23,0.09270833333333334,5,31
32011,3,93,210,291438,4.157659605130423,3,2,0.3666666666666667,2,17
32016,0,145,203,382643,3.176328849606552,3,3,0.08246753246753248,2,28
32018,3,198,181,180534,6.7051081790687626,3,4,0.05357142857142857,3,23
32023,1,46,215,625496,1.928229756864952,3,5,0.11111111111111112,2,19
32028,2,164,198,256670,4.720458175867845,3,7,0.19999999999999998,2,26
32032,2,160,215,102224,11.870989200187823,3,8,0.078125,5,26
32037,0,193,193,782046,1.5642302370960277,3,10,0.0,1,10
32038,3,60,204,122450,9.964066966108616,3,11,0.3,3,15
32039,1,17,215,993908,1.220636115213883,3,11,0.0,4,11
32048,3,76,170,216890,5.476969892572272,3,14,0.07575757575757576,2,13
32070,0,86,216,533280,2.3089183918391836,3,19,0.125,0,10
32077,0,345,207,305787,3.986435002142014,3,21,0.0,2,8
32081,3,444,205,614387,1.9858818627347259,1,0,0.11111111111111112,0,12
32084,3,55,193,799460,1.5161484001701149,1,1,0.02653061224489795,5,33
32091,0,128,208,388618,3.1359844371593697,1,4,-0.07333333333333333,4,29
32103,3,534,218,60792,19.956573233320174,1,7,0.13333333333333333,3,24
32108,2,23,178,474011,2.529266198463749,1,9,0.0,5,17
32113,1,367,181,880452,1.3654350265545425,1,11,0.0,4,16
32122,1,296,208,724363,1.6805110145051583,1,14,-0.09007936507936508,5,27
32124,3,95,194,244226,4.925356022700286,1,15,0.3547619047619048,2,13
32126,3,132,227,652519,1.8443907380474744,1,15,0.0,1,10
32129,0,184,205,714529,1.7386278233633625,1,17,0.10952380952380951,0,9
32130,3,12,204,84575,14.24652675140408,1,17,0.27666666666666667,3,23
32138,3,158,194,182045,6.673624653245076,1,19,0.075,2,26
32140,3,188,175,509265,2.3726350721137326,1,19,0.033333333333333326,3,7
32145,3,52,227,379083,3.165797463879942,1,20,0.2,3,17
